id	title	publisher	perspective	domains	kind	languages	format	url	bytes	license	license_url	access	update	checksum_url	homepage	verified	recommend	notes
iupac-gold-book	IUPAC Compendium of Chemical Terminology (Gold Book), all terms JSON	International Union of Pure and Applied Chemistry (IUPAC)	IUPAC (international scientific union; normative chemical terminology)	acat/matter	lexicon	1	json	https://goldbook.iupac.org/terms/index/all/json		CC BY-NC-ND 4.0 (as stated in the Gold Book API metadata); whole-collection reuse by arrangement with IUPAC	https://iupac.github.io/WFChemCookbook/datasources/goldbook_api.html	open	not verified (site unreachable from this container)		https://goldbook.iupac.org/	403 2026-09-25 (Cloudflare challenge)	no	Blocked here: every goldbook.iupac.org URL answered 403 with a Cloudflare 'Just a moment' challenge (curl and WebFetch). IUPAC's own FAIR Chemistry Cookbook documents this endpoint (about 7,000 terms, about 804 kB) and quotes the API metadata: 'Licensed under Creative Commons Attribution-NoDerivatives (CC BY-NC-ND) 4.0 International' and 'For parties interested in reusing the entire IUPAC Gold Book please contact IUPAC'. NonCommercial + NoDerivatives rule it out for an open catalogue. Per-term JSON at /terms/view/<code>/json (codes like C01093).
owid-co2-ghg	Our World in Data - CO2 and Greenhouse Gas Emissions dataset	Our World in Data (Global Change Data Lab)	OWID (Global Change Data Lab, UK non-profit; secondary compiler of Global Carbon Project, Jones et al., EIA and Energy Institute data)	acat/earth;acat/society	statistics	1	csv	https://owid-public.owid.io/data/co2/owid-co2-data.csv	33246106	CC BY 4.0 for data produced by OWID; third-party data keep their original licences	https://raw.githubusercontent.com/owid/co2-data/master/README.md	open	regular updates (changelog; last 2026-06-01)		https://github.com/owid/co2-data	HEAD 200 2026-09-25	yes	One row per location and year: country, year, iso_code, population, gdp, cement_co2, co2, co2_per_capita, consumption_co2, cumulative_co2, coal/gas/oil/flaring/luc CO2, other greenhouse gases, energy per capita... Per-column description and source in owid-co2-codebook.csv (also a sheet in the XLSX) - use it to attribute each claim; XLSX and JSON variants are linked in the README. Locations mix countries with aggregates (World, continents, income groups): filter on iso_code. OWID's wider catalog is per-table Parquet/Feather at https://catalog.ourworldindata.org/<channel>/<dataset>/<version>/<dataset>/<table>.parquet (docs.owid.io Tables API; no single bulk file, bucket root 404) and per-chart CSV through the Chart API; most OWID indicators are third-party data under their own licences (OWID FAQ).
un-sdg-global-database	UN Global SDG Indicators Database, series-level archive (CSV)	United Nations Statistics Division (UN DESA)	UNSD (UN Secretariat, New York; official figures reported by countries and custodian agencies)	acat/society;acat/earth;acat/health	statistics	1	csv	https://unstats.un.org/sdgs/UNSDGAPIV5/v1/sdg/ArchiveData/GetArchiveTableById	84485510	No open licence stated; the portal links the general UN website terms of use (personal, non-commercial use; no redistribution or derivative works)	https://www.un.org/en/about-us/terms-of-use	open	archive snapshots several times a year; latest 2026-08-24		https://unstats.un.org/sdgs/dataportal	POST 200 2026-09-25 (headers only; 84,485,510 B text/csv)	no	Not a plain GET: POST multipart form field archiveId=<id> to this URL, as the portal's JavaScript does; list snapshots with POST .../ArchiveData/GetArchiveTable. Latest: archiveId 80 'Series Level' (2026-08-24, 84,485,510 B, text/csv) and 81 'Disaggregated Country Level' (131,928,891 B). The indicator framework is a lean GET: https://unstats.un.org/sdgs/UNSDGAPIV5/v1/sdg/Goal/List?includechildren=true (JSON: 17 goals, 169 targets, 251 indicator entries with code, title/description, tier). The licence is the obstacle: UN website terms grant personal, non-commercial use without redistribution; ask UNSD, or use the custodian agencies' openly licensed series. API docs: https://unstats.un.org/sdgs/UNSDGAPIV5/swagger/.
un-wpp-2024-indicators	UN World Population Prospects 2024 - demographic indicators, medium variant (CSV)	UN DESA Population Division	UN DESA Population Division (UN Secretariat, New York; official UN population estimates and projections)	acat/society;acat/health	statistics	1	csv	https://population.un.org/wpp/assets/Excel%20Files/1_Indicator%20(Standard)/CSV_FILES/WPP2024_Demographic_Indicators_Medium.csv.gz	16557272	CC BY 3.0 IGO	https://population.un.org/wpp/assets/downloads.json	open	revision every 2-3 years (2019, 2022, 2024 current); interim Togo update 2026-01-22		https://population.un.org/wpp/	HEAD 200 2026-09-25	yes	Gzipped UTF-8 CSV with BOM, 65 columns: SortOrder, LocID, Notes, ISO3_code, ISO2_code, SDMX_code, LocTypeID, LocTypeName, ParentID, Location, VarID, Variant, Time, TPopulation1Jan, TPopulation1July, ..., LEx, IMR, Q5, NetMigrations, CNMR; estimates 1950-2023 and medium projection 2024-2100 for countries and aggregates (LocTypeName tells them apart; for countries/areas LocID is the UN M49 numeric code - checked AFG 4, CHN 156, JPN 392, UZB 860 - matching space/m49-*, but ParentID points to WPP-specific region ids such as 906, and special aggregates such as ADB or AU regions come first with blank SortOrder). The .gz is multi-member (many concatenated gzip members): use a reader that continues past the first member. Location values containing commas are quoted. The site is a JavaScript app; file list and licence text come from /wpp/assets/downloads.json: TotalPopulationBySex.csv.gz (16,980,593 B), single-age and 5-year population, fertility, life tables, other variants; WPP2024_Locations_notes.csv (6,170 B); WPP2024_CSV_files_update.zip (943,827 B, 2026-01-22) corrects Togo only. A candidate replacement for the World Bank population baseline used by acat audit. Same URL as un-wpp2024-demographic-indicators in c-places-languages-time.tsv: keep one.
eurostat-toc	Eurostat database table of contents (bulk download inventory)	Eurostat (European Commission)	Eurostat (EU statistical office, Luxembourg; European Statistical System)	acat/society;acat/earth;acat/technology	classification	3	tsv	https://ec.europa.eu/eurostat/api/dissemination/catalogue/toc/txt?lang=en		Re-use authorised with source acknowledgement (Commission Decision 2011/833/EU; editorial content CC BY 4.0); no commercial re-use of third-party or non-EU/EFTA/candidate-country data	https://ec.europa.eu/eurostat/web/main/help/copyright-notice	open	twice daily (11:00 and 23:00 CET)		https://ec.europa.eu/eurostat/web/main/data/bulkdownload	HEAD 200 2026-09-25 (chunked, no Content-Length)	yes	1,972,798 B measured (chunked, no Content-Length). Quoted TSV: title (indented 4 spaces per level = the theme tree), code, type (1,924 folder / 8,875 dataset / 1,447 table), last update of data, last table structure change, data start, data end, values. lang=de and lang=fr return German and French titles (2,113,270 and 2,159,945 B); XML at .../toc/xml. Data are downloaded per dataset from the bulk download facility (gzip TSV, SDMX-CSV or SDMX 2.1) together with code lists and reference metadata; there is no single all-data file. Useful as a classification of official statistics (economy, population, environment, science and technology) to crosswalk with ACAT domains.
ieee-thesaurus	IEEE Thesaurus (January 2026 PDF) and IEEE Taxonomy	Institute of Electrical and Electronics Engineers (IEEE)	IEEE (US-based international professional association and publisher; engineering literature indexing)	acat/technology;acat/matter	thesaurus	1	other	https://ieee-org.widen.net/s/5whlwmncsm/ieee-thesaurus_jan_2026_pdf		CC BY-NC-ND 4.0 (stated in the IEEE Taxonomy PDF; the Thesaurus PDF could not be opened)	https://www.ieee.org/publications/services/thesaurus-access-page	registration	periodic PDF editions; current January 2026 (a July 2025 edition appears in secondary listings)		https://www.ieee.org/publications/services/thesaurus-access-page	GET 200 2026-09-25 (widen.net viewer; PDF behind form/password)	no	PDF only (no SKOS or CSV), handed out after a click-through access form on ieee.org; the January 2026 PDF sits on IEEE's widen.net asset share (the URL is its viewer page) and is reported as password-protected. The 2022 IEEE Taxonomy v1.01 PDF (a three-level subset of the Thesaurus) states 'licensed under ... CC BY-NC-ND 4.0': NonCommercial and NoDerivatives exclude it from an open catalogue, and a PDF is not a clean format. ieee.org answers scripted requests with an AWS WAF challenge (HTTP 202). ACM CCS is covered by another cluster.
spdx-license-list	SPDX License List 3.29.0 (JSON)	SPDX project (Linux Foundation)	SPDX workgroup (Linux Foundation; open-source software industry)	acat/technology	authority-file	1	json	https://spdx.org/licenses/licenses.json	339359	Not stated for the data files; the SPDX Specification, whose Annex A is the License List, is CC BY 3.0	https://spdx.github.io/spdx-spec/v2.3/	open	several releases a year; 3.29.0 of 2026-09-16		https://spdx.org/licenses/	HEAD 200 2026-09-25	yes	licenseListVersion 3.29.0, 740 licences: licenseId (the short identifier), name, reference, detailsUrl (per-licence JSON with full text), seeAlso URLs, isOsiApproved, isFsfLibre when set, isDeprecatedLicenseId, referenceNumber. Exceptions: https://spdx.org/licenses/exceptions.json (41,420 B). Versioned copies are git tags v<version> in github.com/spdx/license-list-data (json, rdf, html, text). The spdx.org footer reads '(c) 2018 SPDX Workgroup ... All Rights Reserved': factual identifiers, low risk, attribute SPDX. Recommended because these identifiers are the standard way to normalise the license column of this registry itself.
iana-media-types	IANA Media Types registry	Internet Assigned Numbers Authority (IANA)	IANA (internet registry operator affiliated with ICANN; IETF standards process)	acat/technology	authority-file	1	xml	https://www.iana.org/assignments/media-types/media-types.xml	610621	CC0 1.0 (IANA/IETF joint statement on the protocol registries, 2021)	https://www.iana.org/help/licensing-terms	open	continuous; registry updated 2026-09-24		https://www.iana.org/assignments/media-types/	HEAD 200 2026-09-25	yes	XML with 11 sub-registries (application, audio, example, font, haptics, image, message, model, multipart, text, video) and 2,361 <record>s: <name> (subtype), <file type='template'> (type/subtype), <xref> to RFCs or registrants, optional date attributes; a <people> section lists registrants. Per-type CSVs such as https://www.iana.org/assignments/media-types/application.csv (Name, Template, Reference). Small, stable identifiers for file-format concepts.
unicode-ucd	Unicode Character Database (UCD) 18.0.0	Unicode Consortium	Unicode Consortium (US non-profit, industry-led; the universal character-encoding standard)	acat/language;acat/technology	authority-file	1	other	https://www.unicode.org/Public/UCD/latest/ucd/UCD.zip	5657953	Unicode License v3	https://www.unicode.org/license.txt	open	one major version a year; 18.0.0 files dated 2026-09-01		https://www.unicode.org/ucd/	HEAD 200 2026-09-25	yes	'latest' now points to 18.0.0; the pinned copy https://www.unicode.org/Public/18.0.0/ucd/UCD.zip is identical in size (5,657,953 B) - prefer it for provenance. 74 members, semicolon-delimited text: UnicodeData.txt (code point; name; general category; ...), NameAliases.txt, Blocks.txt, Scripts.txt, ScriptExtensions.txt, PropertyValueAliases.txt (script and category names), plus emoji/ and extracted/ folders. Character names are English by design; CJK readings and definitions are in Unihan.zip (8,340,649 B). Blocks + Scripts + PropertyValueAliases give a clean writing-system vocabulary for acat/language, keyed by ISO 15924 codes.
github-linguist-languages	GitHub Linguist languages.yml (programming, markup, data and prose languages)	GitHub (Linguist maintainers)	GitHub, Inc. (Microsoft-owned code-hosting company; languages as detected in code repositories)	acat/technology;acat/language	authority-file	1	other	https://raw.githubusercontent.com/github-linguist/linguist/main/lib/linguist/languages.yml	165959	MIT	https://raw.githubusercontent.com/github-linguist/linguist/main/LICENSE	open	continuous (main branch; tagged releases)		https://github.com/github-linguist/linguist	HEAD 200 2026-09-25	yes	YAML mapping, one key per language: 836 (563 programming, 184 data, 71 markup, 18 prose) with type, language_id (stable integer), aliases, extensions, filenames, interpreters, group (parent language - the only hierarchy), color, tm_scope, ace_mode, codemirror_mode/codemirror_mime_type, wrap, fs_name. The path is the one CONTRIBUTING.md links; pin a commit or tag for provenance. Grammar files in vendor/ carry their own licences, languages.yml is MIT. An industry view with no definitions: reconcile names with Wikidata programming-language items for multilingual labels (Wikidata-derived software vocabularies have no publisher bulk file; use the Wikidata dumps).
